Civic Offices Main Gas Meter,,m^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Values,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
1/8/11,96,0,3,0,1,1,0,2,0,2,0,2,0,0,3,0,2,0,2,0,1,1,33,6,6,5,5,2,17,18,6,7,6,4,4,6,5,6,4,3,5,5,5,2,6,4,3,3,4,4,3,4,5,2,5,5,2,5,4,3,5,2,5,5,2,5,0,0,0,1,1,2,0,0,0,2,3,0,2,2,0,2,1,1,0,3,3,2,2,0,2,0,0,0,3,0,0
2/8/11,96,2,2,0,2,2,1,1,0,0,2,3,3,0,2,0,0,2,0,2,0,2,0,0,4,0,2,2,36,24,12,5,7,5,5,6,7,6,6,5,5,5,4,6,3,6,5,4,5,2,2,6,5,3,5,5,6,6,2,2,5,5,7,3,3,5,3,3,0,2,2,0,2,2,0,1,1,1,0,0,2,2,0,4,2,0,2,2,2,0,0,2,2,0,0,3,1
3/8/11,96,1,0,0,0,0,2,2,0,0,0,3,2,0,0,2,0,2,0,2,3,3,0,2,0,2,3,34,23,13,13,9,5,9,5,4,5,5,6,5,6,5,5,4,4,6,5,5,4,5,6,5,6,4,4,5,5,4,3,6,4,4,4,5,4,6,0,1,1,2,0,3,1,2,2,0,2,2,1,1,2,0,3,0,2,0,2,0,0,2,0,2,0,2,0,0,3
4/8/11,96,0,2,0,1,2,0,2,0,2,0,3,3,0,2,0,2,0,0,2,0,2,0,2,0,3,1,2,31,20,14,7,6,8,6,5,5,7,5,3,6,5,6,2,6,6,5,5,4,5,5,6,5,3,6,5,4,6,2,5,6,4,5,3,5,4,0,0,2,0,3,3,0,2,0,2,2,0,3,0,2,3,0,2,2,2,0,2,0,2,0,2,0,0,4,0,2
5/8/11,96,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,2,0,2,0,0,3,0,2,0,2,1,2,41,27,18,9,7,7,6,3,6,5,7,5,5,5,5,7,5,4,5,6,6,5,7,3,5,6,5,4,3,5,6,2,4,6,5,2,6,4,0,2,0,3,3,1,1,0,0,2,2,0,4,0,2,1,1,0,2,0,2,0,2,1,1,0,0,2,2,2,0
6/8/11,96,1,0,2,0,0,4,2,2,0,2,0,0,2,0,2,0,0,2,0,3,0,2,0,2,0,2,0,2,0,1,25,3,5,2,2,3,0,0,0,0,2,1,1,1,1,2,0,3,3,0,3,0,2,0,0,2,0,2,0,0,2,2,0,3,3,0,2,0,3,0,2,0,2,0,0,2,0,3,0,2,2,2,0,0,2,3,0,0,3,0,0,2,0,2,0,2
7/8/11,96,0,2,1,1,2,0,2,0,3,0,0,0,0,0,0,3,0,2,2,2,2,0,2,2,0,1,1,0,3,0,2,0,3,0,0,2,0,0,2,2,0,1,1,0,0,0,2,0,2,0,3,0,2,1,0,2,0,2,0,2,0,2,0,0,3,0,2,0,2,0,0,0,2,0,1,0,0,3,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,2,2,0
8/8/11,96,2,2,0,2,0,3,0,1,1,0,3,0,2,0,2,0,3,0,2,0,0,45,25,9,2,8,5,19,20,11,7,7,7,9,9,6,5,5,5,3,3,4,5,7,5,5,5,5,7,5,5,6,4,4,5,4,4,3,3,5,4,4,4,4,5,0,0,3,0,2,0,2,2,2,0,3,2,0,2,2,1,2,0,3,3,0,2,0,2,0,0,2,0,0,0,0
9/8/11,96,2,0,0,1,0,2,0,0,0,3,3,2,0,2,0,0,1,2,1,0,0,0,0,2,0,2,3,46,28,14,9,6,9,6,7,7,5,5,5,6,7,6,3,3,5,7,6,5,5,4,6,6,6,4,6,6,5,4,3,9,9,6,5,5,0,0,0,2,0,2,2,3,0,2,2,2,1,1,1,4,2,1,1,3,3,0,2,2,2,2,4,4,2,2,1,1
10/8/11,96,0,2,0,0,3,2,2,2,0,3,3,0,3,1,2,2,0,0,2,0,3,2,0,3,0,2,2,17,15,5,5,5,7,5,6,6,7,5,6,6,6,7,4,4,5,6,6,6,6,6,5,5,6,5,5,5,5,5,5,4,4,5,5,5,0,0,2,4,2,2,0,2,2,2,1,1,1,2,2,0,4,2,2,1,1,2,4,2,0,2,2,3,0,2,3,3
11/8/11,96,0,0,3,2,0,0,3,2,2,0,3,0,2,0,2,2,0,3,2,0,0,3,0,2,0,4,33,33,12,6,6,9,6,5,7,7,6,6,5,5,5,7,5,7,5,5,7,4,6,5,5,6,4,4,3,5,3,3,5,4,5,3,5,5,6,0,2,2,2,2,1,2,2,2,2,2,1,2,2,3,0,2,2,2,0,2,3,2,0,3,2,2,0,0,3,3
12/8/11,96,0,2,2,0,0,0,3,0,2,0,0,2,2,0,2,0,3,0,0,0,2,2,1,1,1,2,34,34,12,6,7,7,7,4,5,6,5,7,5,7,7,4,5,5,5,7,5,5,5,5,7,5,5,3,5,6,4,3,6,4,5,3,5,5,0,0,2,2,0,4,2,0,2,2,2,2,3,3,1,1,2,3,0,2,2,3,0,2,0,2,0,3,3,2,0,2
13/08/2011,96,0,3,0,2,0,2,0,2,0,3,0,2,0,3,0,2,0,2,0,2,0,2,0,3,0,3,0,2,0,2,0,2,1,1,3,0,2,0,0,0,2,0,0,0,2,2,1,2,0,2,0,2,0,2,0,4,0,2,0,2,0,2,0,2,0,2,0,2,2,2,0,2,2,0,1,1,2,0,2,0,3,0,3,0,2,0,2,0,2,0,2,0,3,3,1,2
14/08/2011,96,0,2,0,3,0,0,0,2,0,2,0,2,0,2,1,1,3,0,2,0,3,0,2,0,2,0,3,0,2,1,1,2,0,2,0,3,0,2,0,2,0,2,2,1,3,0,2,0,2,0,2,0,2,1,1,1,0,2,0,2,0,2,1,2,3,4,0,2,0,2,2,1,3,0,2,0,2,0,2,0,2,0,3,1,1,2,0,2,0,3,0,3,0,0,0,2
15/08/2011,96,0,2,2,0,3,0,2,0,3,0,2,0,2,2,1,2,0,2,0,0,2,25,13,4,7,2,22,21,9,10,8,6,8,9,3,7,6,6,5,6,6,5,6,6,6,4,6,6,6,4,4,6,5,6,5,4,4,5,4,6,5,4,4,5,1,1,3,3,0,2,0,2,2,0,3,0,0,0,2,0,2,0,3,0,3,1,1,2,0,2,0,2,0,3,0,2
16/08/2011,96,0,2,2,0,2,0,3,0,2,0,2,0,2,0,3,0,3,0,2,1,1,0,2,2,0,4,40,25,15,9,8,9,5,9,3,7,5,7,5,9,3,6,6,6,6,8,4,6,5,7,6,4,6,4,6,3,5,5,5,6,5,6,3,4,2,2,2,1,1,2,2,0,2,4,1,1,2,2,2,0,3,0,2,2,0,2,0,4,0,2,0,2,0,2,2,0
17/08/2011,96,3,0,2,0,2,1,1,2,0,3,0,2,0,2,2,0,2,0,3,0,3,0,2,0,3,3,44,35,20,14,9,4,7,5,6,5,4,5,6,5,6,3,5,6,5,4,5,6,5,3,7,4,6,3,4,6,4,4,5,4,4,4,6,5,0,2,0,2,0,3,0,2,2,0,2,0,2,0,3,0,2,0,0,0,0,2,0,3,0,2,0,1,1,0,2,0
18/08/2011,96,2,0,3,0,2,0,0,2,0,2,0,2,0,3,0,0,2,0,2,0,2,0,2,0,4,2,38,26,17,9,8,4,7,6,6,5,6,5,7,5,6,6,6,6,6,5,5,5,6,5,4,5,5,5,5,4,4,5,5,3,6,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/08/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,30,23,14,17,9,11,7,8,9,6,7,5,7,5,6,5,7,3,6,5,7,5,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/08/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/08/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/08/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,14,36,36,32,23,16,16,10,12,10,14,8,5,6,7,5,5,6,3,6,5,6,5,5,3,5,5,5,2,6,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,23,15,16,10,11,17,5,6,6,7,5,7,3,5,6,5,6,6,3,5,6,5,3,6,5,3,5,5,5,3,5,4,5,3,6,5,0,0,0,0,2,0,2,2,0,3,0,3,2,0,2,2,0,3,2,1,2,2,0,2,0,2,1,0,2,0,2,0
24/08/2011,96,2,0,2,0,0,3,0,2,0,2,0,0,2,0,2,0,1,1,0,3,0,2,0,2,0,3,40,22,13,9,6,7,7,5,8,6,7,5,6,3,5,6,5,6,4,4,6,5,3,6,5,4,4,4,6,2,5,6,2,5,10,6,5,5,0,0,0,0,3,0,2,2,0,2,0,2,0,2,0,3,0,0,2,0,2,0,2,0,2,0,0,3,0,2,0,2
25/08/2011,96,0,2,0,2,0,0,3,0,2,0,2,0,2,0,2,0,1,2,0,2,0,2,0,3,0,4,44,28,19,9,7,6,6,6,6,6,6,6,6,3,5,6,6,6,4,5,5,5,6,4,6,5,4,4,4,5,3,5,5,5,4,4,6,4,0,0,0,2,0,4,0,2,2,0,2,0,0,2,0,2,0,3,0,0,2,0,2,0,1,2,0,2,0,3,0,1
26/08/2011,96,1,0,2,0,2,0,2,0,0,2,0,3,0,0,2,0,2,0,2,0,2,2,0,2,1,3,44,31,21,11,5,5,7,5,7,7,5,7,5,3,5,5,7,6,5,4,6,6,6,5,5,5,6,2,5,5,2,5,6,3,4,5,4,3,0,0,0,0,2,0,4,2,0,2,2,0,2,0,3,0,2,0,2,0,2,0,0,3,0,3,0,2,0,2,0,0
27/08/2011,96,2,0,2,0,3,0,2,0,0,2,0,2,0,2,0,3,0,0,2,0,2,0,2,0,1,3,0,2,0,2,0,2,0,3,0,2,0,2,0,0,2,0,2,0,3,0,3,0,2,0,2,0,2,0,0,3,0,2,0,2,0,2,0,2,0,3,0,1,1,0,2,0,2,0,2,0,3,0,1,2,0,2,0,2,0,3,0,2,0,2,0,1,1,0,2,0
28/08/2011,96,3,0,2,0,2,0,1,1,0,3,0,2,0,2,0,2,0,2,0,1,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,0,2,0,3,0,2,0,2,0,2,0,2,0,3,0,3,0,2,0,2,0,3,0,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,5,2,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0,2,1,0
29/08/2011,96,2,0,2,0,2,0,3,0,2,0,3,0,2,0,3,0,0,12,47,19,17,6,6,5,9,10,18,23,12,7,8,8,6,9,5,9,6,4,6,5,6,5,6,5,6,4,6,5,6,5,6,3,5,5,6,5,8,2,6,4,3,5,5,6,0,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,0,2,0,3,0,2,0,2,0,2,0,1,2,0,2,0
30/08/2011,96,2,0,2,0,2,0,3,0,2,0,2,0,1,2,0,3,0,2,0,2,0,2,0,3,38,20,20,16,9,7,7,5,5,8,6,5,6,5,6,3,5,6,5,4,4,7,5,3,5,6,5,4,5,5,4,3,5,6,2,6,4,6,5,3,1,0,0,3,0,2,0,2,0,2,0,2,0,3,0,1,2,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0
31/08/2011,96,1,2,1,1,1,1,0,2,0,2,0,3,0,2,0,3,0,2,0,3,0,2,0,2,23,24,23,15,8,6,9,6,6,5,7,5,6,6,4,4,6,5,7,5,6,4,6,6,6,6,6,7,7,6,4,3,6,4,6,5,6,5,5,6,0,2,2,3,3,2,2,2,3,2,2,3,0,2,3,0,2,2,0,2,2,0,3,1,1,2,1,1,2,0,4,2
1/9/11,96,0,2,2,0,3,2,0,2,2,0,2,2,1,2,0,2,3,0,3,1,1,2,0,2,4,2,40,25,18,9,5,7,8,6,10,5,6,6,6,5,6,5,9,5,6,3,5,6,3,6,5,4,4,5,4,4,4,3,5,4,3,5,3,4,0,0,0,2,0,3,2,1,2,1,1,2,1,2,2,0,2,2,0,2,4,0,2,2,0,2,2,0,2,3,0,2
2/9/11,96,2,0,3,1,1,2,0,3,2,0,2,2,1,2,3,0,2,2,1,1,2,0,2,0,3,1,27,20,9,6,6,5,6,6,6,5,5,5,6,5,3,6,5,6,3,6,6,3,6,6,3,4,6,4,3,5,3,4,4,4,4,3,5,2,1,0,0,2,1,1,3,0,2,2,0,2,2,0,2,4,0,2,2,0,2,2,0,2,2,0,3,2,0,3,1,1
3/9/11,96,2,0,3,0,2,0,2,0,2,0,0,2,0,2,0,3,0,2,0,0,2,0,2,0,2,0,2,0,0,3,0,2,0,2,0,2,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/9/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,30,19,17,14,10,14,12,16,13,9,12,9,10,8,6,10,7,8,7,5,7,5,7,5,7,5,6,5,4,6,5,6,4,3,6,5,5,5,6,8,6,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,32,23,20,12,14,9,9,10,7,10,9,7,8,9,8,9,6,6,6,5,4,5,7,5,5,7,5,6,5,5,5,4,6,4,5,3,5,4,0,0,2,2,0,3,1,1,3,0,2,2,0,3,2,1,1,2,2,0,4,2,0,2,2,0,2,0,2,0,3
7/9/11,96,0,2,0,2,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,18,18,15,11,13,8,7,10,7,6,6,6,7,5,6,5,7,5,6,5,5,7,6,3,5,5,5,6,5,3,5,4,5,6,5,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/9/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,29,20,17,11,14,10,9,10,6,8,7,8,6,6,6,6,4,4,6,5,6,6,6,3,5,6,4,5,5,2,4,6,2,5,5,2,5,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,18,17,10,11,10,6,9,9,5,7,5,6,5,4,6,5,6,6,4,5,5,7,3,5,4,4,4,5,4,4,4,5,3,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,22,11,6,4,4,0,0,2,1,2,2,0,2,3,0,2,2,0,2,2,0,3,2,3,0,2,2,0,2,2,0,2,2,0,4,2,0,2,2,0,2,2,0,2,3,1,2,2,1,1,2,1,1,2,3,0,2,0,2,0,2,0,0,3,0
11/9/11,96,2,0,3,0,2,0,0,2,0,2,0,2,0,2,0,2,1,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,16,12,11,10,15,10,17,15,9,6,6,6,5,9,10,5,5,5,4,6,6,5,7,5,6,6,5,4,5,5,5,6,3,3,6,5,2,4,6,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,31,26,19,25,20,14,9,6,6,5,7,5,7,5,6,5,5,6,5,5,5,6,6,6,5,6,10,6,5,5,3,4,6,4,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,32,25,20,19,14,12,11,9,12,7,6,7,8,7,7,6,5,6,5,5,5,6,6,6,5,6,4,6,5,6,5,6,5,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,30,21,18,13,12,10,8,10,8,7,9,7,7,6,6,8,7,11,5,5,6,6,2,6,5,4,4,5,5,2,6,4,6,4,3,6,0,0,0,2,2,0,2,3,0,2,2,0,2,0,4,2,0,2,0,2,2,0,3,0,2,0,0,0,0,0,0,0
16/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,31,18,14,14,8,9,10,10,10,9,8,7,6,6,5,6,5,5,6,6,7,5,6,3,6,5,3,3,6,5,6,4,14,0,0,0,12,0,0,0,0,0,0,0,0,2,2,3,3,4,2,4,2,2,4,2,4,2,2,2,2,3,2,3,2,2,3,2,4
17/09/2011,96,3,3,2,2,2,5,3,2,2,2,3,4,3,2,3,2,2,4,4,2,2,2,3,5,2,2,2,3,2,4,3,0,0,0,0,0,0,9,6,4,3,4,2,2,2,2,3,1,1,3,2,2,3,2,0,2,3,0,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,35,31,20,16,16,9,12,9,12,16,11,14,21,35,21,20,12,14,7,10,6,12,8,6,9,7,8,8,7,6,9,7,6,6,9,7,5,7,5,8,6,7,5,6,5,8,1,0,0,2,0,2,4,2,0,2,2,2,0,2,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,30,21,18,18,31,20,14,8,9,12,7,8,8,7,9,7,9,7,6,10,10,9,8,11,7,9,7,5,9,8,9,9,9,7,6,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,35,30,29,26,20,15,27,21,17,12,11,10,9,9,10,9,7,10,10,8,10,8,8,12,7,7,6,16,14,10,7,12,5,9,8,8,7,10,6,1,4,2,3,3,3,4,3,2,2,4,4,2,2,2,2,3,2,2,2,4,2,2,0,0,0,0,0,0,0,0,0
22/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,25,31,21,19,39,18,19,14,10,12,10,12,10,7,9,11,11,6,10,10,13,8,10,8,14,11,7,8,6,8,11,5,10,6,12,5,7,6,8,1,2,4,4,2,4,2,2,4,4,2,2,2,3,2,2,2,2,3,2,2,1,2,2,3,2,2,2,3,2,2,2
23/09/2011,96,2,3,2,1,2,2,3,2,2,2,2,3,2,2,2,4,2,2,2,2,3,2,2,1,33,20,29,23,17,9,10,11,8,9,10,13,6,10,7,12,6,10,9,10,7,10,7,11,8,8,7,6,6,5,8,6,7,5,7,5,6,6,8,6,0,0,0,3,0,2,0,2,0,0,2,0,2,0,1,1,0,3,0,2,0,1,1,0,2,0,2,0,0,3,0,2
24/09/2011,96,0,0,2,0,2,0,2,0,0,2,0,3,0,2,0,0,3,0,2,0,3,0,0,2,0,2,0,0,2,0,2,0,2,0,0,3,0,2,0,2,0,2,0,2,0,0,3,0,2,0,2,0,1,1,0,2,0,3,0,0,2,0,2,0,0,2,0,2,0,3,0,0,3,0,2,0,2,0,2,0,0,3,0,2,0,2,0,0,2,0,2,0,0,2,0,3
25/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,30,20,13,13,11,10,14,13,17,18,20,11,8,15,11,13,11,10,6,9,10,9,9,6,6,10,5,6,8,6,7,5,6,5,6,5,6,5,6,8,6,6,5,6,0,0,2,1,1,2,0,3,2,0,2,0,2,0,0,2,0,3,0,2,0,0,2,0,2,0,0,0,0,0,0,0
27/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,31,21,19,14,12,13,9,12,8,9,9,6,7,9,7,7,7,6,9,8,5,7,7,5,7,7,6,6,8,6,5,6,5,6,5,6,5,0,0,0,2,1,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/09/2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,30,18,16,16,14,20,12,6,5,9,6,7,8,7,6,6,6,6,6,6,7,7,7,7,5,6,5,6,5,6,5,5,6,5,6,5,7,2,0,0,0,2,1,2,2,0,3,1,2,2,0,2,2,0,4,2,0,2,1,1,4,0,2,2,1,1,2,0,4
29/09/2011,96,2,0,2,2,0,3,3,0,2,2,0,2,3,0,3,2,0,2,2,1,2,2,1,2,1,2,36,23,12,8,10,8,7,6,7,9,7,6,7,5,7,5,8,7,6,6,7,5,7,5,6,6,6,5,7,6,7,5,5,5,6,5,5,6,0,0,0,2,0,2,0,2,0,3,2,0,2,1,1,2,0,3,2,0,2,1,1,3,0,3,2,0,2,2,0,2
30/09/2011,96,2,0,3,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,18,12,14,9,8,12,7,5,5,7,4,4,6,6,5,6,4,4,7,5,6,6,3,6,5,6,3,4,5,5,5,5,2,6,4,5,6,0,0,0,0,2,0,2,0,2,0,3,2,0,0,2,0,2,0,0,2,0,3,0,0,2,0,2,0,0,0,0,0
1/10/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/10/11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,24,18,12,10,14,12,15,20,6,8,6,7,5,7,11,11,9,12,7,8,8,7,6,10,7,6,7,9,6,6,7,9,6,5,6,6,8,7,5,5,6,6,3,0,0,0,2,0,2,0,2,0,2,0,3,0,0,2,0,2,0,2,0,2,0,0,3,0,2,0,1,0,3,0
4/10/11,96,1,0,0,3,0,2,0,2,0,2,0,3,0,0,2,0,2,0,2,0,1,1,0,3,2,2,49,41,20,17,9,10,11,7,10,11,7,6,10,7,6,7,8,7,7,7,6,7,9,6,8,10,8,7,6,6,6,8,7,6,6,6,10,5,0,3,1,1,2,2,2,0,4,2,0,2,2,0,2,0,0,3,0,2,0,2,0,2,0,2,0,3,0,2,0,2
5/10/11,96,0,2,0,2,0,3,0,2,0,2,0,2,0,2,1,0,3,0,2,0,2,0,2,0,2,4,43,31,20,9,8,11,8,7,7,10,10,6,7,6,9,7,6,7,8,8,10,6,9,6,7,6,9,6,6,6,9,6,10,6,5,9,6,10,0,3,2,2,3,2,2,2,2,2,3,1,1,2,2,2,1,3,2,2,1,1,2,3,2,0,2,2,2,1,2,3
6/10/11,96,2,1,1,3,2,2,0,2,2,3,1,1,2,3,3,0,2,0,0,0,0,0,0,0,1,0,29,30,25,21,19,18,14,15,17,12,16,12,12,12,10,10,10,12,9,12,8,11,9,7,11,7,10,16,20,14,9,7,11,7,10,8,9,10,2,4,2,4,3,3,3,4,3,3,4,4,2,3,5,2,2,2,4,3,2,4,2,2,2,2,3,2,2,2,3,3
